vendor,price,cat1,cat2,cat3,title
lsd-shop,0.002475,Drugs,Stimulants,Amphetamine,'10G ⓈⓅⒺⒺⒹ PASTE '
theshop,0.000312,Other products,Digital items,Guides and tutorials,'♕ Overnight Money Making Machine! [EXTREMELY EASY] ♕'
herbamedicus2,0.007701,Other products,Body building,Testosterone,'Bioniche Cyta-Med 300mg'
weedespana,0.014765,Drugs,Cannabis,Hash,'[FE] LEMON HAZE 10 Grams Artisanal Hash 10G Free Shipping'
prisma,0.017543,Drugs,Cannabis,Weed,'LOPPUERÄ!! 8g Jack Herer Talvikukkia (17€/g)'
timetoflesta,0.005292,Drugs,Empathogens,Ecstasy,'25x Anonymous XTC 200mg PROMO'
medicsnl,0.008343,Drugs,Empathogens,Ecstasy,'1000 x Laugh now and Cry Later'
weedtastic,0.555446,Drugs,Cannabis,Hash,' Marrocan Sputnik 1000 Gram'
theshop,0.000312,Other products,Services,n/a,'♕ SOCIALBOMBER ★ EARN 1000+ FOLLOWERS, LIKES &amp; SUBSCRIBERS ♕'
appleinc,0.004906,Drugs,Pharmacy,Benzos,'25 x 10mg Roche Diazepam (Loose)'
theshop,0.001046,Other products,Digital items,Erotica,'★PORN ACCOUNT★ IKNOWTHATGIRL'
md,0.000103,Other products,Digital items,Identity data,'DELAWARE DRIVER'S LICENSE PSD SCANS TEMPLATES'
royal-drugs,0.077293,Drugs,Cannabis,Weed,'112 gr. blue cheese weed indoor'
wendy,0.001046,Other products,Digital items,Erotica,'BangBros - [PORN LIFETIME ACCOUNT]'
marksandspencer,0.004707,Drugs,Empathogens,Ecstasy,'10 x 200mg Orange Lady Bug XTC pills '
elroyjetson2016,0.003131,Drugs,Cannabis,Edibles,'TCH SOUR NEON WORMS 200mg'
makitafr,0.022848,Drugs,Psychedelics,LSD,'50x Lsd 180µ intro offert '
hollanpetters,0.08359,Other products,Self-defence,Guns and ammo,'CSC ARMS &quot;WARRIOR&quot; 1911 .45acp'
thehappycrew,0.019254,Drugs,Cannabis,Concentrates,'COMBO DEAL 10ml CBD + 10ml THC OIL'
theshop,0.000312,,Other products,Digital items,'♕ BITCOINS MONEY PACK | 16 GUIDES ♕'
aussiedank,0.000821,Drugs,Cannabis,Weed,'(SAMPLE PRICE) 1g OG Kush Hydro - Genuine Medical Grade Weed'
bodega,0.002916,Drugs,Cannabis,Weed,'1 gram of GELATO - CALI IMPORT'
noogz,0.128644,Drugs,Psychedelics,Mushrooms,'1000g Culumbians Mushrooms'
appleinc,0.00595,Drugs,Pharmacy,Benzos,'50 x 1mg Etizolam Pills Best Quality'
extramoney,0.002568,Drugs,Cannabis,Weed,'2 gr. Mohan Ram, indoor, organic'
pillerikauppa,0.006931,Drugs,Pharmacy,Muscle relaxants,'*ALE* Sirdalud Retard 6mg, 20kpl *Suomi apteekki* (2.5e/kpl)'
drugs-evil,0.477609,Drugs,Stimulants,Cocaine,' 100 GR PERU/BOLIVIA COCAINE VERY STRONG 92%'
lobosuk,0.009413,Drugs,Empathogens,MDMA,'7g of MDMA CHAMPAGNE 84% UK-UK '
expressdude,0.076417,Drugs,Cannabis,Weed,'100 gr AK-47 Weed A+++ Top Shelf Quality'
drugs-evil,0.01549,Drugs,Stimulants,Amphetamine,'20 GR DRY SPEED DUCTH VERY STRONG '
pharmshoppe,0.125232,Drugs,Dissociatives,Ketamine,'28g Ketamine High Quality S Isomer'
ketosaurus,0.014729,Drugs,Empathogens,MDMA,'100 Green Minion Pill XTC MDMA 220mg'
fakeid,0.120693,Other products,Digital items,Identity data,'Customlisting '
weed-depot,0.006669,Drugs,Empathogens,Ecstasy,'10 x XTC RED LEVI'S 250MG'
pur-sang,0.007616,Drugs,Opiates,Tramadol,'Tramal retard 100mg 10kpl'
galaxystore,0.011667,Drugs,Dissociatives,Ketamine,'⌛3.5g Ketamine S-Isomer ☯ GalaxyStore ⌛'
dope-steve,0.002311,Drugs,Cannabis,Hash,'2 grams Black AFGHAN Hash '
idealpills,0.108556,Drugs,Pharmacy,Sleep,'750x Ambien 10 MG Pills (Loose)'
border-line,0.005899,Drugs,Cannabis,Weed,'5 gr.  SUPER AMNESIA HAZE '
bmg1,0.007256,Drugs,Cannabis,Concentrates,'CBD DRIP PLATINUM EXTRA STRENGTH VAPE ADDITIVE 7ML'
charliechaplame,0.130374,Other products,Services,Money,'High Quality Counterfeit Euro Bills  TOTAL 9,000 euros '
bodega,0.001458,Drugs,Dissociatives,Ketamine,'2 grams KETAMINE - S Isomer - ENDLESS SUPPLY!!!!!'
roadtrein,0.037446,Drugs,Psychedelics,LSD,'100 x  EINSTEN LSD BLOTTER 200ug'
wendy,0.001044,Other products,Digital items,Erotica,'CherryPimps.com [PORN LIFETIME ACCOUNT]'
appleinc,0.03027,,Other products,Services,'30 x €50 Euro Counterfeit Notes (Very Good Quality)'
idealpills,0.086684,Drugs,Pharmacy,Benzos,'550x Restoril 30 MG Caps (Loose)'
stix,0.014123,Drugs,Cannabis,Weed,'Orange Bud 10g'
fakeid4worldwide,0.002083,Other products,Services,Fake IDs,'TEMPLATE SPAIN PSD!!! FRONT&amp;BACK (EDITABLE)'
tdwolt61,0.214279,Drugs,Cannabis,Weed,'400 GR AK 47 INDOOR WEED GROWN IN SPAIN'
idealpills,0.103856,,Drugs,Stimulants,'600x Ritalin 10 MG Pills (Loose)'
thefarmacy,0.00956,Drugs,Cannabis,Weed,'7G Girl Scout Cookie Grade AAA'
charliechaplame,0.050074,Drugs,Cannabis,Weed,'White Widow 50g'
dutch-dreams,0.022061,Drugs,Psychedelics,LSD,'50 x 220 ug PacMan Blotter BIG SALE'
appleinc,0.019832,Other products,Services,Money,'10 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
redface33,0.420691,Other products,Self-defence,Guns and ammo,'2 x Glock 17'
harrispowell,0.003135,Drugs,Opiates,Metadon,'Methadone DNE 20ml 100mg'
md,0.093939,,Drugs,Psychedelics,'4-ACO-DMT [20 GRAM] [FREE SHIPPING WORLDWIDE]'
noogz,0.179884,Drugs,Empathogens,Ecstasy,'2000x Goldbars Ecstasy mdma pill 160+ MG'
holloboss,0.026167,Other products,Services,Money,'Quality Dollar Notes 10X $100=1000'
cerberus,0.006562,Other products,Classifieds,Replicas,'Ralph Lauren Tracksuit Black RRP £229 '
elpatron,0.013209,Drugs,Depressants,GHB / GBL,'GHB 100 ml'
theshop,0.001046,Other products,Digital items,Erotica,'★PORN ACCOUNT★ NAUGHTYAMERICA – Lifetime'
dreamdoc,0.038725,Other products,Services,Money,'Super Quality counterfeit Notes 100x$10= $1000 Promotion'
daballstarz,0.209799,Drugs,Cannabis,Concentrates,'1mL Disposable Vape Cartridge 100 Pack'
bestcough,0.032765,Drugs,Cannabis,Weed,'[35g] - BLACK RUSSIAN - AAA+'
pharmroids,0.003757,Other products,Body building,Oral,'Methandienone | 100 tabs (10 mg/tab) - Bodypharm (Dianabol)'
soul-budz,0.004104,Drugs,Opiates,Heroin,'0.5 gr Strong Brown Heroin'
bathramme,0.006912,Drugs,Cannabis,Weed,'5 x K-13(1g) pre-rolled joint!weed only-no tobacco!'
drugs-queen,0.026012,Drugs,Empathogens,Ecstasy,'50 x Rolls Royce XTC 230MG Pills'
border-line,0.00731,Drugs,Cannabis,Hash,'10 gr.Maroccan Hash prenium A+++'
RROR
giantgrill,0.006131,Drugs,Cannabis,Weed,'3.5Gram Pineapple Express'
theonlinesource,0.001043,Other products,Digital items,Erotica,'BOB'S TIGIRLS SHEMALE PORN SITE (warranty+freebies)'
drugs-total,0.017312,Drugs,Cannabis,Weed,'20 gr.  Orange Budz AA+ INDOOR GROWN'
dreamdoc,0.068414,Other products,Services,Money,'Super Best Quality counterfeit Notes 200x$10= $2000 Promotion'
appleinc,0.012523,,Other products,Classifieds,'5 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
rautakoura,0.007311,Other products,Body building,Anabolic steroids,'Genesis Boldenone 250mg/ml 10ml'
thevedor,0.028574,Drugs,Opiates,Heroin,'3 g of Purest Heroin #4 '
leeroyju,0.010707,Drugs,Cannabis,Weed,'LeeRoy Medical AK-47 25g'
qzfwrty,0.10434,Other products,Services,Fake IDs,'BUY  Passport ID Cards Drivers / MMJ License BIRTH CERTIFICATE '
appleinc,0.012523,Other products,Services,Money,'5 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
drugs-crew,0.025936,Drugs,Empathogens,Ecstasy,'50 x XTC PEACE LOVE ROCK &amp; ROLL 225mg'
bugz-dw,0.009627,Drugs,Cannabis,Hash,'10g Hash du lapin !'
kbueno,0.003462,Drugs,Cannabis,Concentrates,'0.25g HQ BHO mix A+  '
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Anxiety and Depression Workbook For Dummies'
uniqueuk2,0.005585,Drugs,Stimulants,Metamphetamine,'0.5g Methamphetamine 90%+ A*******'
holloboss,0.026167,Other products,Services,Money,'Quality Dollar Notes 10* $100=1000'
wooody,0.001043,Other products,Digital items,Erotica,'SisLovesMe.com - [LIFETIME PORN PREMIUM ACCOUNT]'
wooody,0.001042,,Other products,Services,'Twistys.com - [LIFETIME PORN PREMIUM ACCOUNT]'
tdwolt61,0.280111,Drugs,Cannabis,Weed,'1 LB Cosmic Charlie - Mid Quality Weed'
theshop,0.000521,,Other products,Digital items,'★ ♕ PAYPAL MEGAPACK ♕ ★'
cerberus,0.005104,Other products,Classifieds,Replicas,'Jo Malone Cologne &amp; Candle Set '
sultanofdrugs,0.020912,Drugs,Empathogens,Ecstasy,'50 XTC Pills Chupa Chups 180MG MDMA AAA+ Quality'
bulkmyyja,0.01988,Drugs,Stimulants,Cocaine,'Kokaiini harkkoa 1g'
lsd-shop,0.083724,Drugs,Cannabis,Hash,'250G ⒽⒶⓈⒽ EGYPTIAN'
hollanpetters,0.141058,Other products,Self-defence,Guns and ammo,'   FN FNP-40 Handgun For Sale'
rocketchem,0.00866,,Drugs,Pharmacy,'Modalert ® 100 tablets 200mg of Modafinil by Sun pharma'
deliveryclockwork,0.006541,Drugs,Cannabis,Weed,'[PROMO] 4g Amnesia Haze'
saiamii,0.002453,Drugs,Stimulants,Cocaine,'New Year Sale: 0.5g Cocaine Peruvian 93%'
kushmasters,0.027134,Drugs,Cannabis,Weed,'Best Quality Zombie Kush 40g'
qzfwrty,0.004494,Drugs,Empathogens,Ecstasy,'Red Devil Ecstasy PILL. 170mg MDMA Ecstasy Pills . BEST!'
finnishfinest,0.036764,Drugs,Stimulants,Cocaine,'★★HOLIDAY SALE★★ 3G of the BEST COCAINE ON VALHALLA★★ '
captain_kirk,0.000103,Other products,Digital items,Other digital,'MILF Circle Jerk'
dreamdoc,0.068414,Other products,Services,Money,'Super Best Quality counterfeit Notes 20x$100= $2000 Promotion!!'
noogz,0.067697,Drugs,Empathogens,Ecstasy,'3000 x Philipp Plein Ecstasy mdma pill 260+ MG'
rocketchem,0.037472,Drugs,Opiates,Fentanyl,'U-47700 25g China'
masterion,0.009373,Drugs,Empathogens,Ecstasy,'XTC BARS 210MG MDMA 25pcs'
noogz,0.011924,Drugs,Empathogens,Ecstasy,'50 x Albert Heijn Ecstasy mdma pill 160+ MG'
fakeid,0.072238,Drugs,Empathogens,MDMA,'French passport'
pharmroids,0.005532,Other products,Body building,Other injectables,'Pronorm | 10 x 1ml amp (150 mg/ml) - Thaiger'
dreamweaver,0.010498,Drugs,Cannabis,Weed,'7g Jack Herer | NDD/UK / Best Customer Service '
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Hacking Gmail (ExtremeTech)'
hollanpetters,0.057696,Other products,Self-defence,Guns and ammo,'BERETTA 92FS 9mm w/FACTORY BOX &amp; 2 MAGS'
pillerikauppa,0.002568,Other products,Services,Special shipping,'#QQ'
amsterdaminc,0.052502,Drugs,Stimulants,Cocaine,'Cocaine 84%+, 10 Grams FE'
dr-whit3,0.000115,Other products,Digital items,Other digital,'Netflix Account [ USA ] Super Offer !'
soiidsupply,0.002436,Drugs,Pharmacy,Pain,'Dihydrocodeine 30 mg - DHC - 5 tablets in blister'
bentsomarket,0.008977,Drugs,Opiates,Tramadol,'Tramal Retard 150MG 10kpl Escrow '
idealpills,0.113775,,Drugs,Stimulants,'675x Ritalin 10 MG Pills (Loose)'
amsterdaminc,0.027138,Drugs,Stimulants,Amphetamine,'Speed Paste 65%+, 250 Grams FE '
theshop,0.000208,,Other products,Services,'♕ STRIPE CC Cashout [2 METHODS] ♕'
idealpills,0.108556,Drugs,Pharmacy,Benzos,'750x Xanax 2 MG Pills (Loose)'
ksanori,0.022976,Drugs,Opiates,Oxycodone,'OxyContin 40mg (5kpl) *SUOMITUOTE*'
qzfwrty,0.00642,Drugs,Empathogens,MDMA,'MDMA purest (87%) 2 Gram  '
cm,0.243322,Other products,Self-defence,Guns and ammo,'Glock 17 + 100 Rounds'
score-drugs,0.00218,Drugs,Empathogens,Ecstasy,'2 x Ferrari Yellow/Green XTC 200-220mg Pills'
world-of-sharing,0.005163,,Other products,Services,'IPTV 3 Months Subscription + 4000 Channels'
multi-store,0.003078,Drugs,Cannabis,Weed,'2 gr. exclusive Amnesia Haze AAA+++'
nuuskatukku,0.00016,,Other products,Services,'Tippi Tölkki'
wendy,0.001044,Other products,Digital items,Other digital,'Amkingdom - [PORN LIFETIME ACCOUNT]'
drugs-crew,0.077293,Drugs,Empathogens,Ecstasy,'200 x XTC PEACE LOVE ROCK &amp; ROLL 225mg'
chemicalstore,0.002833,Drugs,Cannabis,Weed,'2 gr.  PINEAPPLE EXPRESS Weed AAA+'
pillerikauppa,0.000899,,Drugs,Pharmacy,'7x Olanzapin (Zyprexa) 10mg *Suomi apteekki*'
theshop,0.000521,Other products,Digital items,Other digital,'★ ♕ PAYPAL MEGAPACK ♕ ★'
noogz,0.038849,Drugs,Empathogens,Ecstasy,'250x Bird Ecstasy mdma pill 140+ MG'
theshop,0.000208,,Other products,Digital items,'♕ 279PASSPORT SCANS From 45 Countries ♕'
wendy,0.001044,Other products,Digital items,Erotica,'NewSensations.com [PORN LIFETIME ACCOUNT]'
orangeone,0.017956,Other products,Classifieds,Replicas,' 2 PERFECTS REPLICA+ 2 SAMSUNG 7+BEST QUALITY-2 SIM-FREE SHIP'
bmg1,0.017646,Drugs,Cannabis,Weed,'DREAM QUEEN G.H. 28 GRAMS'
nalkamaa,0.011415,Drugs,Pharmacy,Benzos,'Rivatril 2mg, 20kpl'
stikilion,0.010474,Drugs,Cannabis,Weed,'14 grams of Mix &amp; Match You pick the strains'
appleinc,0.008037,,Drugs,Stimulants,'Modalert Modafinil 200mg - 50x'
dreamdoc,0.068414,Other products,Services,Money,'Super Best Quality counterfeit Notes 100x$20= $2000 Promotion'
bathramme,0.001783,Drugs,Cannabis,Weed,' 2 x Monster(0.4g) pre-rolled joints'
prapita,0.007827,Other products,Digital items,Other digital,'HOWTO STEAL BITCOIN ACADEMY, $100/hour guaranteed'
nextgeneration,0.008164,Drugs,Stimulants,Cocaine,'UNCUT Peruvian 89% FISHSCALE COCAINE 1g FREE UK '
ragstoriches1,0.089768,Drugs,Empathogens,Ecstasy,'❤ 100pcs MDMA pills ★ SILVER ★ 220mg ❤'
dope-exchange,0.004744,Drugs,Psychedelics,25x-NBOMe,'0.5 gr. 25-NBOME Powder High Quality A+'
odinshop,0.073126,Drugs,Stimulants,Amphetamine,'CUSTOM-** Amfetamin 50g **Tilbudspris så langt lageret rekker**'
turpan,0.031932,Drugs,Dissociatives,Ketamine,'KETAMINE S(+) CRYSTAL 10g - UK NDD'
var462,0.000157,,Other products,Digital items,'Top Ten Website Hacking Methods/Techniques 45+Pages'
noogz,0.001667,Drugs,Empathogens,Ecstasy,'5  * Silver 180 Gladiator mdma pill 180 + MG'
stuff-highway,0.002324,Drugs,Empathogens,Ecstasy,'2 x HQ XTC Double Rolex  270 mg'
legalizewid,0.111479,Drugs,Cannabis,Weed,'256g Platinum OG Kush True Top Shelf Indoor'
holland-flowers,0.002824,Drugs,Stimulants,2-FMA / 4-FA,'0.5 gr. 2-FA 98 purity'
RROR
cookdish,0.002582,Drugs,Empathogens,Ecstasy,'10 x 160MG Blue and white XTC Pills '
germanlight,0.058018,Drugs,Stimulants,Metamphetamine,'10 gr Crystal Meth Shards Fire &amp; Ice '
amsterdamtouk,0.002352,Drugs,Cannabis,Weed,'1g Pineapple Express AAAA+ Amsterdam Free Delivery'
dutchstore,0.007308,Drugs,Stimulants,Amphetamine,'20 gr high quality Speed Paste 74%'
md,0.000834,Other products,Services,Trafficking,'INSTAGRAM 100 RANDOM COMMENTS - 7.99$ '
drugs-evil,0.774501,Drugs,Opiates,Heroin,'250 GR HEROIN FROM PAKISTAAN VERY STRONG AAA+++'
lieferando,0.024369,Drugs,Cannabis,Hash,'25g Gelber / Yellow Libanese HQ HASH  A+++'
spain-flowers,0.102165,Drugs,Cannabis,Hash,'250 gr. Blond pollum HASH HQ'
lsd-shop,0.008949,Drugs,Cannabis,Weed,'10G ⓌⒺⒺⒹ LEMON HAZE'
nextgeneration,0.002826,Drugs,Cannabis,Weed,'Blueberry AAA+++ 2g FREE UK NDD'
wigglygene,0.008164,Drugs,Cannabis,Concentrates,'4g Stable AMBER Shatter -Ships Quick 70 FEEDBACK INTRO SALE'
hollanpetters,0.0768,Other products,Self-defence,Guns and ammo,'CZ-USA CZ 75B 40TH ANNIVERSARY 9MM LUGER'
thegermanbudtender1,0.005708,Drugs,Cannabis,Concentrates,'1ml THC Oil'
thecanadianreserve,0.009758,Drugs,Psychedelics,Mushrooms,'Magic Mushrooms 28.5 Grams'
unique,0.006703,Other products,Services,Special shipping,'Overnight/Express Shipping'
theshop,0.000312,Other products,Digital items,Other digital,'♕ EARN BITCOINS FOR FREE ♕'
md,0.010854,Drugs,Dissociatives,Salvia,'Salvia Divinorum 5X extract - 10 GRAM'
jesperjesper,0.033722,Drugs,Cannabis,Weed,'Sour Diesel 56G ( HIGH GRADE BUDS )'
the_therapeutic,0.104653,Drugs,Dissociatives,Ketamine,'Ketamine S-isomer x28G'
pillerikauppa,0.003851,Drugs,Pharmacy,Benzos,'Rivotril 2mg, 10kpl'
tdwolt61,0.083904,Other products,Services,Fake IDs,'Quality Fake/Real Spanish(Spain) Passports and drivers license '
cerberus,0.004375,Other products,Classifieds,Replicas,'D&amp;G Sunglasses #5 '
noogz,0.064514,Drugs,Psychedelics,LSD,'250* REAL LSD 100UG Blotters '
qzfwrty,0.019232,Drugs,Opiates,Oxycodone,' roxy30 mg only A215/K9/M30/a51'
faceless,0.001604,Drugs,Pharmacy,Benzos,'Rivotril 2mg, 5kpl(FE +1)'
dr-whit3,0.002931,Other products,Digital items,Other digital,'custom listing b11'
pharmroids,0.005531,Other products,Body building,Testosterone,'Testosterone C | 10ml vial (200 mg/ml) - Balkan Pharmaceuticals'
soiidsupply,0.009231,Drugs,Pharmacy,Benzos,'Alprazolam 1 mg - Ksalol - 30 tablets in blister'
kymppi-maukkaat,0.045191,Drugs,Empathogens,MDMA,'(UUTUUS) 5g MDMA 70e/g'
thehappycrew,0.054552,Drugs,Cannabis,Concentrates,'5x10ml THC OIL 21% *FREE SHIPPING *FE'
holloboss,0.026167,Other products,Services,Money,'Quality Dollar Notes 10* $100=1000'
darkweeder,0.007318,Drugs,Cannabis,Hash,'10g - A+ Marokko Hasch'
the_therapeutic,0.039128,Drugs,Psychedelics,2C-x,'2-CB caps (20mg each) x50'
idealpills,0.065921,Drugs,Pharmacy,Benzos,'400x Restoril 30 MG Caps (Loose)'
cool-cat,0.02013,Drugs,Cannabis,Weed,'20 Grams Sour Diesel (A+++ Hydroponic)'
bathramme,0.002811,Drugs,Cannabis,Weed,'2 x Monster(1g) pre-rolled joint.!only weed-no tobacco!'
idmaster21,0.0157,Other products,Services,Fake IDs,'Australia Victoria Fake ID Fake drivers licence HOLO, UV, '
nordic,0.019736,Drugs,Empathogens,MDMA,'MDMA 3g/50e'
appleinc,0.019829,,Other products,Services,'10 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
theshop,0.000312,Other products,Digital items,Ebooks,'♕ Ultimate Autopilot e-Whore [TESTED] [Worth 35$] ♕'
galaxystore,0.082662,Drugs,Stimulants,Cocaine,'⌛5g Fishscale Cocaine 88% ☯ GalaxyStore ☯ FINLAND ONLY ⌛'
habitsincorporated,0.052711,Drugs,Stimulants,Metamphetamine,'*FIRE* METH 28 GRAMS'
thevedor,0.157316,Drugs,Empathogens,MDMA,'224g MDMA /Dutch import/'
phantomcircuit78,0.000105,Drugs,Pharmacy,Benzos,'Gabapentin'
dope-steve,0.002582,Drugs,Cannabis,Weed,'2 gr. BLUEBERRY NORTHERN LIGHTS AAA+'
var462,0.000157,Other products,Digital items,Guides and tutorials,'Top Ten Website Hacking Methods/Techniques 45+Pages'
pharmroids,0.005009,Other products,Body building,Oral,'IceBol | 100 tabs (10mg/tab) - Ice Pharmaceuticals (Tbol, OT)'
appleinc,0.012523,,Other products,Classifieds,'5 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
theshop,0.000208,Other products,Digital items,Other digital,'♕ 5 TOP Money Making Methods ♕ '
appleinc,0.012525,,Drugs,Stimulants,'Armodafinil (Waklert) 150mg - 100x'
thewizard,0.040067,Drugs,Empathogens,MDMA,'50x Green Android MDMA pills 220mg'
thehappycrew,0.063537,Drugs,Cannabis,Concentrates,'6x10ml THC OIL 21% *FREE SHIPPING *FE'
appleinc,0.02139,,Other products,Classifieds,'20 x €50 Euro Counterfeit Notes (Very Good Quality)'
dutchmagicfe,0.015867,Drugs,Cannabis,Weed,'Greenhouse 20g'
dr-overdose,0.01988,Drugs,Pharmacy,Sedatives,'120(Kpl) X Capecitabinev 500 mg'
gonnahappen,0.001898,Drugs,Empathogens,MDMA,'1G MDMA - Netherlands Import - reagent tested'
roadtrein,0.004746,Drugs,Stimulants,Metamphetamine,'0.5 gr. Crystal Meth 85% purity'
cerberus,0.015885,Other products,Classifieds,Replicas,'Canada Goose Red Womens size L/P'
cerberus,0.006861,,Other products,Body building,'Cerberus Pharma Rip 300'
stikilion,0.009426,Drugs,Cannabis,Weed,'Purple Haze – Sativa'
dreamdoc,0.068414,Other products,Services,Money,'Super Best Quality counterfeit Notes 40x$50= $2000 Promotion!!'
theshop,0.000521,,Other products,Digital items,'★ Ultimate Cracking Tools + Guide ★'
pillerikauppa,0.003081,Drugs,Pharmacy,Benzos,'4x  Temesta 1mg (Lorazepam) *Suomi apteekki*'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'The Great Big Narcotics Cookbook'
idealpills,0.063326,Drugs,Opiates,Codeine,'375x Codeine 15 MG Pills (Loose)'
thehonestcocainecompany,0.004179,Drugs,Stimulants,Cocaine,'3.5G ★ MDMA ★ UK TO UK ★ The HONEST Company ★ FAST DELIVERY ★★'
holloboss,0.062843,Other products,Services,Money,' Best Ever Quality Dollar Notes 40 X 100= $4000'
theshop,0.000208,Other products,Digital items,Ebooks,'♕ How to Become RICH with YouTube ♕'
sorryforthat187,0.001807,Drugs,Cannabis,Weed,'Amnesia Haze 1 gr, high potent weed PROMO AKTION'
idealpills,0.066802,Drugs,Pharmacy,Benzos,'600x Xanax 1 MG Pills (Loose)'
drphil,0.015979,Drugs,Pharmacy,Benzos,'50 st - Galenika - Midazolam 15 mg - Apotek - '
weed-420,0.002969,Drugs,Empathogens,MDMA,'★★★ 1g High Quality MDMA Crystal || 87% purity ★★★'
theshop,0.000208,,Other products,Services,'♕ 279PASSPORT SCANS From 45 Countries ♕'
youngamsterdam,0.109623,Drugs,Empathogens,Ecstasy,'500x Heineken XTC MDMA Pills  140-160mg'
galaxystore,0.167378,Drugs,Empathogens,Ecstasy,'⌛ 200pcs Rolls Royce 240mg ☯ GalaxyStore ☯ FINLAND ONLY ⌛'
theshop,0.000208,Other products,Services,n/a,'♕ GOOGLE PLAY CARDING METHODS ♕'
amsterdaminc,0.007098,Drugs,Psychedelics,LSD,'25 LSD Blotters 150 ug, FE'
cerberus,0.006237,,Drugs,Cannabis,'CBD Oil 500mg 15ml Menthol Breeze'
noogz,0.029239,Drugs,Dissociatives,Ketamine,'15g High Quality S Ketamine (87%)'
misterpills,0.008379,Drugs,Pharmacy,ADHD,'Latest Ritalin (Methylphenidate) 10 MG 70 Pills'
doctordrug,0.004378,Drugs,Pharmacy,ADHD,'Modafinil 200mg Modvigil x 50 pills'
theshop,0.000208,,Other products,Self-defence,'♕ AK-47 Kalashnikov: GUIDES MEGAPACK ♕'
dreamdoc,0.095522,Other products,Services,Money,'Super Best Quality counterfeit Notes 60x$50= $3000 Promotion!!'
probitexchange1,0.316597,Other products,Services,Forged documents,'Spanish  passport (physical documents)'
thegermanbudtender1,0.064994,Drugs,Cannabis,Weed,'100g PowerPlant, Coffeshop AAA+ Qualy, FE'
happy-drugs,0.003614,Drugs,Opiates,Heroin,'0.25 gr AAA+ High Quality Afghan Heroin!'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'The Game: Penetrating the Secret Society of Pickup Artists'
appleinc,0.021398,,Other products,Classifieds,'20 x €50 Euro Counterfeit Notes (Very Good Quality)'
RROR
rautakoura,0.007054,,Other products,Body building,'Malay Tiger Winstrol Inj. 50mg/ml 10ml'
holloboss,0.031346,Other products,Services,Money,'HOLIDAY OFFER 15 x $ 100 HQ Counterfeit Dollar Bills TOTAL $ 1500'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Essential Psychedelic Guide'
wendy,0.001044,Other products,Digital items,Other digital,'WTFPass - [PORN LIFETIME ACCOUNT]'
fakeid4worldwide,0.001769,Other products,Digital items,Identity data,'TEMPLATE POLAND DRIVER LICENSE PSD!!! FULL EDIT'
bathramme,0.003194,Drugs,Cannabis,Weed,'5 x Monster(0.4g) pre-rolled joints'
dutchdopemasters,0.00872,Drugs,Empathogens,Ecstasy,'30X 160mg Pink Redbull Ecstasy XTC Pills Tabs'
bcbudking,0.036005,Drugs,Cannabis,Weed,'Bubba OG 2oz - 56g  *Indoor AAA Quality'
